datetime,americano,americano with milk,cappuccino,cocoa,cortado,espresso,hot chocolate,latte
3/12/2024 11:20,0,0,0,0,0,0,1,0
3/12/2024 12:46,0,1,0,0,0,0,0,0
3/12/2024 12:47,1,0,0,0,0,0,0,0
3/12/2024 16:15,1,0,0,0,0,0,0,0
3/13/2024 11:06,0,0,0,0,0,0,1,0
3/13/2024 11:48,1,0,0,0,0,0,0,0
3/13/2024 12:18,1,0,0,0,0,0,0,0
3/13/2024 12:19,1,0,0,0,0,0,0,0
3/13/2024 12:34,0,0,0,0,0,1,0,0
3/13/2024 14:26,0,1,0,0,0,0,0,0
3/13/2024 15:40,0,0,0,0,0,1,0,0
3/13/2024 15:41,0,0,0,0,0,1,0,0
3/13/2024 16:47,0,0,0,0,0,1,0,0
3/14/2024 10:02,0,0,0,0,0,0,0,1
3/14/2024 10:28,0,0,0,0,0,0,0,1
3/14/2024 10:29,0,0,0,0,0,0,1,0
3/14/2024 13:27,0,0,0,0,1,0,0,0
3/14/2024 13:28,1,0,0,0,0,0,0,0
3/14/2024 13:52,0,1,0,0,0,0,0,0
3/14/2024 13:52,0,0,0,0,0,1,0,0
3/14/2024 15:20,0,0,0,0,0,0,0,1
3/14/2024 16:04,0,1,0,0,0,0,0,0
3/14/2024 16:54,0,0,0,0,0,1,0,0
3/14/2024 18:58,0,0,0,0,0,0,1,0
3/14/2024 19:00,0,0,0,0,1,0,0,0
3/15/2024 10:02,0,0,0,0,0,0,0,1
3/15/2024 10:53,0,0,0,0,0,0,1,0
3/15/2024 18:19,1,0,0,0,0,0,0,0
3/16/2024 12:06,0,1,0,0,0,0,0,0
3/16/2024 12:07,1,0,0,0,0,0,0,0
3/16/2024 15:58,0,0,0,0,1,0,0,0
3/16/2024 16:03,0,0,0,0,1,0,0,0
3/16/2024 16:04,0,0,0,0,1,0,0,0
3/16/2024 17:58,0,1,0,0,0,0,0,0
3/17/2024 10:10,0,0,0,0,0,0,0,1
3/17/2024 12:55,0,0,0,0,1,0,0,0
3/18/2024 11:18,0,0,0,0,1,0,0,0
3/18/2024 15:31,1,0,0,0,0,0,0,0
3/18/2024 15:32,1,0,0,0,0,0,0,0
3/18/2024 15:33,1,0,0,0,0,0,0,0
3/19/2024 10:20,0,0,0,0,1,0,0,0
3/19/2024 14:02,0,0,0,0,0,0,0,1
3/19/2024 14:03,0,0,0,0,0,0,0,1
3/19/2024 15:04,0,0,0,0,0,0,1,0
3/19/2024 16:53,0,1,0,0,0,0,0,0
3/19/2024 19:26,0,0,0,0,0,0,1,0
3/20/2024 11:41,0,0,0,0,1,0,0,0
3/20/2024 12:21,0,0,0,0,0,0,0,1
3/20/2024 12:30,0,0,0,0,1,0,0,0
3/20/2024 13:16,0,0,1,0,0,0,0,0
3/20/2024 16:42,0,0,0,1,0,0,0,0
3/20/2024 17:50,0,0,0,0,0,0,0,1
3/21/2024 10:18,0,0,1,0,0,0,0,0
3/21/2024 12:25,0,0,0,0,1,0,0,0
3/21/2024 12:26,0,0,1,0,0,0,0,0
3/21/2024 17:21,1,0,0,0,0,0,0,0
3/21/2024 17:22,0,0,0,0,1,0,0,0
3/21/2024 19:20,0,0,0,0,0,0,0,1
3/22/2024 10:35,0,1,0,0,0,0,0,0
3/22/2024 13:29,0,1,0,0,0,0,0,0
3/22/2024 16:15,0,0,1,0,0,0,0,0
3/22/2024 17:17,1,0,0,0,0,0,0,0
3/22/2024 17:17,0,0,0,0,0,1,0,0
3/22/2024 17:20,1,0,0,0,0,0,0,0
3/23/2024 10:44,0,0,0,0,0,0,0,1
3/23/2024 10:45,0,1,0,0,0,0,0,0
3/23/2024 13:10,0,0,1,0,0,0,0,0
3/23/2024 13:11,0,0,0,1,0,0,0,0
3/23/2024 14:44,0,1,0,0,0,0,0,0
3/23/2024 15:47,0,0,0,0,0,0,0,1
3/23/2024 15:49,0,1,0,0,0,0,0,0
3/23/2024 16:00,0,0,0,0,1,0,0,0
3/24/2024 10:03,0,0,0,0,0,0,0,1
3/24/2024 18:45,0,0,0,0,0,0,0,1
3/25/2024 10:31,0,0,0,0,0,0,0,1
3/25/2024 11:16,0,1,0,0,0,0,0,0
3/25/2024 14:27,0,0,0,0,0,0,0,1
3/25/2024 14:29,0,0,0,0,0,0,0,1
3/25/2024 18:37,0,1,0,0,0,0,0,0
3/25/2024 19:34,0,0,1,0,0,0,0,0
3/26/2024 10:35,0,0,0,1,0,0,0,0
3/26/2024 10:36,0,0,0,0,0,0,0,1
3/26/2024 10:42,0,0,0,0,0,0,0,1
3/26/2024 11:11,0,0,0,0,1,0,0,0
3/26/2024 13:35,1,0,0,0,0,0,0,0
3/26/2024 13:36,0,0,0,0,1,0,0,0
3/26/2024 13:38,0,0,0,0,1,0,0,0
3/26/2024 13:57,1,0,0,0,0,0,0,0
3/26/2024 15:48,0,0,0,0,0,0,0,1
3/26/2024 18:33,0,0,0,0,0,0,0,1
3/26/2024 18:34,0,0,0,0,0,0,1,0
3/27/2024 11:04,0,0,0,0,1,0,0,0
3/27/2024 11:05,0,1,0,0,0,0,0,0
3/27/2024 12:57,0,1,0,0,0,0,0,0
3/27/2024 13:35,0,0,0,0,0,0,1,0
3/27/2024 14:22,0,0,1,0,0,0,0,0
3/27/2024 14:23,1,0,0,0,0,0,0,0
3/27/2024 18:30,0,0,0,0,1,0,0,0
3/27/2024 19:31,0,0,0,0,0,0,0,1
3/28/2024 14:24,0,0,0,0,1,0,0,0
3/28/2024 17:24,0,0,0,0,1,0,0,0
3/28/2024 17:27,1,0,0,0,0,0,0,0
3/28/2024 17:32,0,0,0,0,0,0,0,1
3/29/2024 10:56,0,0,0,0,0,0,0,1
3/29/2024 12:34,0,0,1,0,0,0,0,0
3/29/2024 12:41,0,0,1,0,0,0,0,0
3/29/2024 13:22,0,0,1,0,0,0,0,0
3/30/2024 11:59,0,0,0,0,0,0,0,1
3/30/2024 13:49,0,0,1,0,0,0,0,0
3/30/2024 16:12,0,0,0,0,0,0,0,1
3/30/2024 16:36,0,0,0,0,0,0,0,1
3/30/2024 16:37,0,1,0,0,0,0,0,0
3/31/2024 10:40,0,0,1,0,0,0,0,0
3/31/2024 19:36,1,0,0,0,0,0,0,0
4/1/2024 10:28,1,0,0,0,0,0,0,0
4/1/2024 10:29,0,1,0,0,0,0,0,0
4/1/2024 10:30,0,1,0,0,0,0,0,0
4/1/2024 11:15,0,1,0,0,0,0,0,0
4/1/2024 17:01,0,0,1,0,0,0,0,0
4/1/2024 18:18,0,1,0,0,0,0,0,0
4/1/2024 18:45,0,0,0,0,0,0,1,0
4/2/2024 10:01,0,0,0,0,0,0,0,1
4/2/2024 16:18,1,0,0,0,0,0,0,0
4/2/2024 16:19,0,0,0,0,1,0,0,0
4/2/2024 19:59,0,0,1,0,0,0,0,0
4/3/2024 10:19,0,0,0,0,1,0,0,0
4/3/2024 10:20,1,0,0,0,0,0,0,0
4/3/2024 13:12,0,0,1,0,0,0,0,0
4/3/2024 15:36,0,0,0,0,1,0,0,0
4/4/2024 10:44,0,0,0,0,0,0,0,1
4/4/2024 11:26,0,0,0,0,0,0,0,1
4/4/2024 11:27,0,0,1,0,0,0,0,0
4/4/2024 12:23,0,0,0,0,1,0,0,0
4/4/2024 19:42,0,0,0,0,0,0,0,1
4/5/2024 10:40,1,0,0,0,0,0,0,0
4/5/2024 10:42,1,0,0,0,0,0,0,0
4/5/2024 11:06,0,0,0,0,1,0,0,0
4/5/2024 12:14,0,1,0,0,0,0,0,0
4/5/2024 14:23,0,0,0,0,0,0,0,1
4/5/2024 14:24,0,0,0,0,1,0,0,0
4/5/2024 15:30,0,0,0,0,0,0,0,1
4/5/2024 15:54,0,0,1,0,0,0,0,0
4/5/2024 15:55,1,0,0,0,0,0,0,0
4/5/2024 16:17,0,0,0,1,0,0,0,0
4/5/2024 16:18,0,0,0,0,0,1,0,0
4/6/2024 12:32,0,1,0,0,0,0,0,0
4/6/2024 14:13,0,0,1,0,0,0,0,0
4/6/2024 14:14,1,0,0,0,0,0,0,0
4/6/2024 14:49,0,0,0,0,0,0,0,1
4/7/2024 10:12,0,0,0,0,0,0,0,1
4/7/2024 12:44,0,0,1,0,0,0,0,0
4/7/2024 12:46,0,0,1,0,0,0,0,0
4/7/2024 14:16,0,0,0,0,1,0,0,0
4/7/2024 14:17,0,0,0,0,0,1,0,0
4/7/2024 18:01,0,0,0,0,0,0,1,0
4/7/2024 18:02,0,1,0,0,0,0,0,0
4/8/2024 10:58,0,1,0,0,0,0,0,0
4/8/2024 10:59,0,0,1,0,0,0,0,0
4/8/2024 11:01,1,0,0,0,0,0,0,0
4/8/2024 11:04,0,0,1,0,0,0,0,0
4/8/2024 12:54,0,0,0,0,0,1,0,0
4/8/2024 15:43,0,1,0,0,0,0,0,0
4/8/2024 16:41,0,0,0,0,0,0,0,1
4/8/2024 18:18,1,0,0,0,0,0,0,0
4/8/2024 19:22,0,1,0,0,0,0,0,0
4/8/2024 19:23,0,0,1,0,0,0,0,0
4/9/2024 10:22,0,0,1,0,0,0,0,0
4/9/2024 10:24,1,0,0,0,0,0,0,0
4/9/2024 11:42,0,0,0,0,0,0,0,1
4/9/2024 15:11,0,0,0,0,0,0,1,0
4/9/2024 17:25,0,0,0,0,0,0,1,0
4/10/2024 10:21,0,0,0,0,0,1,0,0
4/10/2024 17:55,0,0,0,0,0,0,1,0
4/10/2024 17:55,0,0,0,0,0,1,0,0
4/10/2024 18:24,0,0,1,0,0,0,0,0
4/10/2024 20:04,0,0,0,0,0,0,0,1
4/11/2024 10:41,1,0,0,0,0,0,0,0
4/11/2024 10:42,1,0,0,0,0,0,0,0
4/11/2024 16:35,0,0,0,0,0,0,0,1
4/11/2024 19:16,0,0,1,0,0,0,0,0
4/11/2024 19:18,0,1,0,0,0,0,0,0
4/12/2024 19:03,0,0,0,0,0,0,1,0
4/12/2024 19:38,0,0,0,0,1,0,0,0
4/13/2024 12:29,0,0,0,0,0,0,0,1
4/13/2024 12:43,1,0,0,0,0,0,0,0
4/13/2024 15:06,0,0,0,0,0,0,1,0
4/13/2024 15:07,0,0,0,0,0,0,1,0
4/13/2024 16:18,0,0,1,0,0,0,0,0
4/13/2024 16:19,0,0,0,0,0,0,0,1
4/13/2024 17:51,0,0,1,0,0,0,0,0
4/13/2024 17:53,0,0,1,0,0,0,0,0
4/14/2024 10:55,0,0,0,0,0,0,0,1
4/14/2024 12:24,0,0,1,0,0,0,0,0
4/14/2024 12:27,0,0,0,0,1,0,0,0
4/14/2024 12:29,0,0,0,0,1,0,0,0
4/14/2024 12:31,0,1,0,0,0,0,0,0
4/14/2024 13:21,0,0,0,0,1,0,0,0
4/14/2024 14:23,1,0,0,0,0,0,0,0
4/14/2024 14:24,1,0,0,0,0,0,0,0
4/14/2024 14:25,1,0,0,0,0,0,0,0
4/14/2024 15:46,0,0,1,0,0,0,0,0
4/14/2024 16:59,0,0,0,0,1,0,0,0
4/14/2024 17:00,0,0,0,0,0,0,0,1
4/14/2024 18:38,0,0,1,0,0,0,0,0
4/15/2024 11:45,1,0,0,0,0,0,0,0
4/15/2024 17:01,1,0,0,0,0,0,0,0
4/15/2024 17:02,0,1,0,0,0,0,0,0
4/15/2024 19:33,0,1,0,0,0,0,0,0
4/15/2024 19:41,0,0,0,0,0,1,0,0
4/16/2024 10:43,0,1,0,0,0,0,0,0
4/16/2024 10:46,0,1,0,0,0,0,0,0
4/16/2024 12:40,0,0,0,1,0,0,0,0
4/16/2024 12:52,0,0,0,0,1,0,0,0
4/16/2024 15:03,1,0,0,0,0,0,0,0
4/16/2024 17:42,0,1,0,0,0,0,0,0
4/16/2024 17:43,0,0,1,0,0,0,0,0
4/16/2024 18:09,0,0,0,1,0,0,0,0
4/17/2024 13:33,1,0,0,0,0,0,0,0
4/17/2024 13:44,0,0,0,0,0,1,0,0
4/17/2024 16:13,0,0,1,0,0,0,0,0
4/17/2024 17:01,0,0,1,0,0,0,0,0
4/17/2024 17:02,0,0,1,0,0,0,0,0
4/17/2024 18:14,0,0,0,0,1,0,0,0
4/18/2024 11:19,1,0,0,0,0,0,0,0
4/18/2024 11:20,1,0,0,0,0,0,0,0
4/18/2024 13:49,0,1,0,0,0,0,0,0
4/18/2024 13:50,0,0,0,0,1,0,0,0
4/18/2024 14:34,0,0,1,0,0,0,0,0
4/18/2024 14:35,0,0,0,0,0,0,0,1
4/18/2024 17:44,0,0,0,0,0,0,0,1
4/18/2024 18:21,0,0,1,0,0,0,0,0
4/18/2024 19:39,0,0,0,0,0,0,1,0
4/18/2024 19:40,0,0,0,0,0,0,1,0
4/19/2024 10:10,0,0,0,0,0,0,0,1
4/19/2024 13:11,0,1,0,0,0,0,0,0
4/19/2024 13:13,0,0,1,0,0,0,0,0
4/19/2024 13:58,0,0,0,0,0,0,1,0
4/19/2024 13:59,0,0,1,0,0,0,0,0
4/19/2024 18:23,0,0,0,1,0,0,0,0
4/19/2024 18:25,0,1,0,0,0,0,0,0
4/20/2024 11:24,0,1,0,0,0,0,0,0
4/20/2024 12:08,0,1,0,0,0,0,0,0
4/20/2024 12:09,0,1,0,0,0,0,0,0
4/20/2024 13:08,1,0,0,0,0,0,0,0
4/20/2024 13:09,0,1,0,0,0,0,0,0
4/20/2024 13:10,0,0,0,0,0,0,1,0
4/20/2024 14:44,0,0,1,0,0,0,0,0
4/20/2024 15:11,0,1,0,0,0,0,0,0
4/20/2024 15:22,0,1,0,0,0,0,0,0
4/20/2024 15:49,0,1,0,0,0,0,0,0
4/20/2024 17:07,0,0,0,1,0,0,0,0
4/20/2024 18:27,0,0,1,0,0,0,0,0
4/20/2024 18:28,0,0,1,0,0,0,0,0
4/20/2024 19:30,0,0,0,0,0,0,0,1
4/21/2024 11:16,0,0,0,0,0,0,0,1
4/21/2024 14:15,1,0,0,0,0,0,0,0
4/21/2024 17:09,0,0,1,0,0,0,0,0
4/22/2024 11:09,1,0,0,0,0,0,0,0
4/22/2024 11:29,0,1,0,0,0,0,0,0
4/22/2024 18:40,0,0,0,0,0,0,0,1
4/22/2024 19:39,0,0,0,0,0,0,0,1
4/22/2024 20:02,0,0,1,0,0,0,0,0
4/23/2024 14:22,0,0,1,0,0,0,0,0
4/23/2024 14:23,0,1,0,0,0,0,0,0
4/23/2024 14:24,0,0,1,0,0,0,0,0
4/23/2024 19:42,0,1,0,0,0,0,0,0
4/23/2024 19:43,0,1,0,0,0,0,0,0
4/24/2024 10:19,0,0,0,0,0,0,0,1
4/24/2024 10:21,0,1,0,0,0,0,0,0
4/24/2024 11:23,0,1,0,0,0,0,0,0
4/24/2024 11:33,0,1,0,0,0,0,0,0
4/24/2024 12:39,0,1,0,0,0,0,0,0
4/24/2024 16:39,0,1,0,0,0,0,0,0
4/24/2024 19:39,0,1,0,0,0,0,0,0
4/24/2024 19:40,0,0,1,0,0,0,0,0
4/25/2024 10:46,1,0,0,0,0,0,0,0
4/25/2024 15:18,0,0,0,0,0,0,0,1
4/25/2024 17:09,1,0,0,0,0,0,0,0
4/25/2024 17:10,1,0,0,0,0,0,0,0
4/26/2024 10:12,0,0,0,0,0,0,0,1
4/26/2024 12:01,0,0,0,0,0,0,0,1
4/26/2024 13:31,0,0,1,0,0,0,0,0
4/26/2024 15:32,1,0,0,0,0,0,0,0
4/26/2024 15:33,1,0,0,0,0,0,0,0
4/26/2024 16:23,0,0,0,0,1,0,0,0
4/26/2024 16:24,1,0,0,0,0,0,0,0
4/26/2024 19:32,0,0,0,0,0,0,1,0
4/26/2024 19:33,0,0,0,1,0,0,0,0
4/27/2024 15:27,0,0,1,0,0,0,0,0
4/28/2024 10:32,0,0,0,0,0,0,0,1
4/28/2024 12:30,0,0,1,0,0,0,0,0
4/28/2024 18:27,1,0,0,0,0,0,0,0
4/28/2024 18:28,1,0,0,0,0,0,0,0
4/28/2024 18:29,0,0,0,0,0,0,0,1
4/29/2024 11:26,0,0,0,0,1,0,0,0
4/29/2024 13:27,1,0,0,0,0,0,0,0
4/29/2024 13:28,0,0,0,0,1,0,0,0
4/29/2024 13:53,0,0,0,0,1,0,0,0
4/29/2024 13:54,0,1,0,0,0,0,0,0
4/29/2024 18:37,0,0,1,0,0,0,0,0
4/29/2024 19:12,0,0,1,0,0,0,0,0
4/29/2024 19:13,0,0,1,0,0,0,0,0
4/30/2024 10:16,0,0,0,0,0,0,0,1
4/30/2024 10:34,0,1,0,0,0,0,0,0
4/30/2024 10:35,0,1,0,0,0,0,0,0
4/30/2024 13:41,1,0,0,0,0,0,0,0
4/30/2024 13:43,0,1,0,0,0,0,0,0
4/30/2024 19:19,0,0,1,0,0,0,0,0
4/30/2024 19:30,0,1,0,0,0,0,0,0
4/30/2024 19:31,0,0,0,0,0,0,0,1
5/2/2024 10:33,1,0,0,0,0,0,0,0
5/2/2024 11:29,0,0,0,0,0,0,0,1
5/2/2024 13:49,0,1,0,0,0,0,0,0
5/2/2024 18:36,0,0,1,0,0,0,0,0
5/2/2024 18:41,0,1,0,0,0,0,0,0
5/2/2024 19:18,0,0,0,0,0,0,0,1
5/2/2024 19:19,0,0,1,0,0,0,0,0
5/3/2024 10:11,0,0,0,0,0,0,0,1
5/3/2024 14:30,0,0,0,0,0,0,0,1
5/3/2024 17:03,0,0,0,0,0,0,0,1
5/6/2024 10:05,1,0,0,0,0,0,0,0
5/6/2024 10:06,0,0,1,0,0,0,0,0
5/6/2024 10:08,0,1,0,0,0,0,0,0
5/6/2024 10:09,1,0,0,0,0,0,0,0
5/6/2024 10:39,0,0,0,0,1,0,0,0
5/6/2024 11:34,1,0,0,0,0,0,0,0
5/6/2024 13:18,0,0,0,0,1,0,0,0
5/6/2024 13:19,1,0,0,0,0,0,0,0
5/6/2024 19:18,0,0,1,0,0,0,0,0
5/6/2024 19:19,0,0,1,0,0,0,0,0
5/7/2024 10:44,0,0,0,1,0,0,0,0
5/7/2024 11:21,0,0,0,0,1,0,0,0
5/7/2024 13:23,0,0,0,0,1,0,0,0
5/7/2024 16:42,0,0,0,1,0,0,0,0
5/7/2024 16:55,1,0,0,0,0,0,0,0
5/7/2024 17:37,0,0,1,0,0,0,0,0
5/7/2024 17:38,0,0,0,0,0,0,0,1
5/7/2024 18:35,0,1,0,0,0,0,0,0
5/7/2024 19:12,0,0,1,0,0,0,0,0
5/7/2024 19:13,0,0,1,0,0,0,0,0
5/8/2024 10:07,0,0,0,0,0,0,0,1
5/9/2024 12:54,0,0,1,0,0,0,0,0
5/9/2024 13:03,1,0,0,0,0,0,0,0
5/9/2024 13:04,0,0,0,0,0,0,0,1
5/9/2024 13:06,0,0,0,0,0,0,0,1
5/9/2024 13:07,0,0,0,0,0,0,0,1
5/9/2024 16:55,1,0,0,0,0,0,0,0
5/9/2024 16:56,1,0,0,0,0,0,0,0
5/9/2024 18:01,1,0,0,0,0,0,0,0
5/9/2024 18:13,0,1,0,0,0,0,0,0
5/10/2024 10:09,0,0,0,0,0,0,0,1
5/10/2024 15:46,0,0,0,0,0,0,0,1
5/10/2024 15:47,0,0,0,0,0,0,0,1
5/10/2024 16:20,0,1,0,0,0,0,0,0
5/11/2024 11:39,0,0,0,0,0,0,0,1
5/11/2024 17:02,0,0,0,0,0,0,0,1
5/11/2024 17:20,0,1,0,0,0,0,0,0
5/11/2024 17:21,0,0,0,1,0,0,0,0
5/11/2024 17:23,0,0,1,0,0,0,0,0
5/11/2024 17:28,0,1,0,0,0,0,0,0
5/11/2024 18:35,0,0,1,0,0,0,0,0
5/11/2024 19:38,0,0,0,0,0,0,0,1
5/12/2024 10:20,0,0,0,0,0,0,0,1
5/12/2024 13:24,0,0,0,0,0,0,0,1
5/12/2024 13:27,1,0,0,0,0,0,0,0
5/12/2024 15:16,0,0,0,0,0,0,0,1
5/12/2024 15:38,0,1,0,0,0,0,0,0
5/12/2024 15:52,0,1,0,0,0,0,0,0
5/12/2024 16:04,0,1,0,0,0,0,0,0
5/12/2024 19:41,0,1,0,0,0,0,0,0
5/13/2024 11:03,0,1,0,0,0,0,0,0
5/13/2024 15:31,1,0,0,0,0,0,0,0
5/13/2024 15:31,1,0,0,0,0,0,0,0
5/14/2024 8:38,1,0,0,0,0,0,0,0
5/14/2024 8:39,1,0,0,0,0,0,0,0
5/14/2024 8:40,1,0,0,0,0,0,0,0
5/14/2024 10:19,0,0,1,0,0,0,0,0
5/14/2024 11:32,0,0,0,0,0,0,0,1
5/14/2024 11:34,0,0,1,0,0,0,0,0
5/14/2024 14:04,0,0,1,0,0,0,0,0
5/14/2024 14:06,0,1,0,0,0,0,0,0
5/14/2024 15:01,1,0,0,0,0,0,0,0
5/14/2024 16:57,0,1,0,0,0,0,0,0
5/14/2024 16:59,0,0,1,0,0,0,0,0
5/14/2024 22:51,0,0,0,0,0,0,1,0
5/15/2024 8:40,0,0,0,0,0,0,0,1
5/15/2024 11:14,0,0,0,0,0,1,0,0
5/15/2024 11:19,1,0,0,0,0,0,0,0
5/15/2024 13:34,1,0,0,0,0,0,0,0
5/15/2024 13:35,1,0,0,0,0,0,0,0
5/15/2024 13:36,1,0,0,0,0,0,0,0
5/15/2024 13:55,0,1,0,0,0,0,0,0
5/15/2024 14:38,1,0,0,0,0,0,0,0
5/15/2024 14:38,0,0,0,0,1,0,0,0
5/15/2024 14:39,0,0,0,0,1,0,0,0
5/15/2024 17:28,0,0,0,0,0,1,0,0
5/15/2024 20:20,0,0,1,0,0,0,0,0
5/16/2024 10:38,0,1,0,0,0,0,0,0
5/16/2024 10:39,0,1,0,0,0,0,0,0
5/16/2024 11:42,0,0,0,0,0,0,0,1
5/16/2024 11:44,0,0,1,0,0,0,0,0
5/16/2024 12:14,0,1,0,0,0,0,0,0
5/16/2024 15:15,0,0,0,0,0,0,1,0
5/16/2024 17:44,0,0,0,0,0,0,0,1
5/16/2024 18:12,0,0,0,0,0,0,1,0
5/16/2024 18:13,0,0,0,0,0,0,0,1
5/17/2024 9:00,1,0,0,0,0,0,0,0
5/17/2024 11:30,0,1,0,0,0,0,0,0
5/17/2024 14:58,0,1,0,0,0,0,0,0
5/17/2024 19:55,0,1,0,0,0,0,0,0
5/17/2024 19:56,0,0,1,0,0,0,0,0
5/17/2024 20:37,0,0,1,0,0,0,0,0
5/17/2024 22:34,1,0,0,0,0,0,0,0
5/17/2024 22:36,0,0,0,0,0,0,0,1
5/17/2024 22:37,0,0,0,0,0,0,0,1
5/18/2024 8:01,0,0,1,0,0,0,0,0
5/18/2024 8:02,0,0,1,0,0,0,0,0
5/18/2024 11:15,0,1,0,0,0,0,0,0
5/18/2024 16:48,0,1,0,0,0,0,0,0
5/18/2024 16:49,0,1,0,0,0,0,0,0
5/18/2024 19:58,0,1,0,0,0,0,0,0
5/18/2024 20:22,0,0,0,0,0,0,0,1
5/18/2024 22:05,0,0,1,0,0,0,0,0
5/19/2024 7:58,1,0,0,0,0,0,0,0
5/19/2024 7:59,1,0,0,0,0,0,0,0
5/19/2024 8:00,0,0,1,0,0,0,0,0
5/19/2024 9:28,0,0,0,0,0,1,0,0
5/19/2024 12:14,0,1,0,0,0,0,0,0
5/19/2024 14:43,1,0,0,0,0,0,0,0
5/19/2024 15:58,0,1,0,0,0,0,0,0
5/19/2024 18:12,0,1,0,0,0,0,0,0
5/19/2024 18:13,0,0,0,0,0,1,0,0
5/19/2024 18:16,0,0,0,0,0,0,1,0
5/19/2024 19:51,0,0,1,0,0,0,0,0
5/19/2024 21:15,0,0,1,0,0,0,0,0
5/19/2024 21:18,0,0,1,0,0,0,0,0
5/20/2024 10:05,0,1,0,0,0,0,0,0
5/20/2024 10:17,0,0,0,0,0,0,0,1
5/20/2024 10:58,0,0,0,0,0,0,0,1
5/20/2024 11:15,1,0,0,0,0,0,0,0
5/20/2024 11:16,1,0,0,0,0,0,0,0
5/20/2024 13:27,1,0,0,0,0,0,0,0
5/20/2024 13:28,1,0,0,0,0,0,0,0
5/20/2024 14:13,0,1,0,0,0,0,0,0
5/20/2024 14:14,0,0,1,0,0,0,0,0
5/20/2024 14:32,1,0,0,0,0,0,0,0
5/20/2024 17:12,0,0,0,0,0,0,0,1
5/20/2024 17:13,0,0,0,0,0,0,0,1
5/20/2024 20:36,0,1,0,0,0,0,0,0
5/20/2024 20:37,0,0,0,1,0,0,0,0
5/20/2024 20:46,0,0,0,0,1,0,0,0
5/20/2024 21:36,0,1,0,0,0,0,0,0
5/20/2024 21:37,0,1,0,0,0,0,0,0
5/21/2024 8:27,0,0,0,0,0,0,0,1
5/21/2024 9:43,1,0,0,0,0,0,0,0
5/21/2024 9:44,0,1,0,0,0,0,0,0
5/21/2024 9:46,0,0,0,1,0,0,0,0
5/21/2024 10:05,0,0,0,0,0,0,0,1
5/21/2024 16:10,0,0,0,0,0,0,0,1
5/21/2024 18:13,0,0,0,0,0,1,0,0
5/21/2024 19:11,0,0,1,0,0,0,0,0
5/21/2024 20:13,0,0,1,0,0,0,0,0
5/22/2024 9:34,0,0,1,0,0,0,0,0
5/22/2024 10:49,0,1,0,0,0,0,0,0
5/22/2024 11:18,0,0,0,0,1,0,0,0
5/22/2024 11:34,0,1,0,0,0,0,0,0
5/22/2024 12:29,1,0,0,0,0,0,0,0
5/22/2024 12:30,1,0,0,0,0,0,0,0
5/22/2024 14:00,0,1,0,0,0,0,0,0
5/22/2024 19:24,0,0,1,0,0,0,0,0
5/22/2024 19:25,0,0,1,0,0,0,0,0
5/22/2024 21:23,0,0,0,0,0,0,1,0
5/22/2024 21:24,0,0,1,0,0,0,0,0
5/23/2024 10:10,0,0,1,0,0,0,0,0
5/23/2024 12:22,0,0,0,0,0,1,0,0
5/23/2024 15:55,0,0,1,0,0,0,0,0
5/23/2024 15:56,0,0,1,0,0,0,0,0
5/23/2024 16:18,0,0,1,0,0,0,0,0
5/23/2024 16:41,0,0,0,0,0,0,0,1
5/23/2024 17:14,0,0,1,0,0,0,0,0
5/23/2024 17:15,0,0,0,0,0,0,0,1
5/23/2024 19:03,0,0,0,0,1,0,0,0
5/23/2024 19:17,0,0,1,0,0,0,0,0
5/23/2024 19:18,0,0,1,0,0,0,0,0
5/23/2024 19:42,0,0,1,0,0,0,0,0
5/23/2024 20:15,0,0,1,0,0,0,0,0
5/23/2024 20:16,0,0,0,0,0,0,0,1
5/23/2024 22:48,0,1,0,0,0,0,0,0
5/23/2024 22:55,0,0,0,0,0,0,1,0
5/24/2024 11:11,0,0,0,0,1,0,0,0
5/24/2024 11:15,1,0,0,0,0,0,0,0
5/24/2024 11:16,1,0,0,0,0,0,0,0
5/24/2024 16:07,0,0,0,0,0,0,1,0
5/24/2024 18:17,0,0,0,0,1,0,0,0
5/24/2024 18:18,0,0,0,0,1,0,0,0
5/24/2024 22:30,0,1,0,0,0,0,0,0
5/25/2024 7:40,1,0,0,0,0,0,0,0
5/25/2024 12:13,0,0,0,0,0,0,0,1
5/25/2024 12:40,1,0,0,0,0,0,0,0
5/25/2024 12:42,0,1,0,0,0,0,0,0
5/25/2024 12:43,0,1,0,0,0,0,0,0
5/25/2024 12:58,0,1,0,0,0,0,0,0
5/25/2024 16:47,0,1,0,0,0,0,0,0
5/25/2024 16:48,1,0,0,0,0,0,0,0
5/26/2024 10:20,0,0,0,0,0,0,0,1
5/26/2024 14:24,0,1,0,0,0,0,0,0
5/26/2024 14:26,0,0,0,0,1,0,0,0
5/26/2024 14:40,0,1,0,0,0,0,0,0
5/26/2024 17:19,0,0,1,0,0,0,0,0
5/26/2024 18:09,0,0,0,0,0,0,1,0
5/26/2024 18:11,0,0,0,0,0,0,1,0
5/26/2024 18:13,1,0,0,0,0,0,0,0
5/26/2024 18:39,0,0,0,0,0,0,0,1
5/26/2024 20:59,0,0,0,0,0,0,1,0
5/26/2024 21:00,0,0,1,0,0,0,0,0
5/26/2024 21:02,0,0,0,0,1,0,0,0
