datetime,payment_method,money,coffee_name,day_of_week,year,month,day,hour
2024-03-01 10:15:50.520,card,38.7,latte,Friday,2024,3,1,10
2024-03-01 12:19:22.539,card,38.7,hot chocolate,Friday,2024,3,1,12
2024-03-01 12:20:18.089,card,38.7,hot chocolate,Friday,2024,3,1,12
2024-03-01 13:46:33.006,card,28.9,americano,Friday,2024,3,1,13
2024-03-01 13:48:14.626,card,38.7,latte,Friday,2024,3,1,13
2024-03-01 15:39:47.726,card,33.8,americano with milk,Friday,2024,3,1,15
2024-03-01 16:19:02.756,card,38.7,hot chocolate,Friday,2024,3,1,16
2024-03-01 18:39:03.580,card,33.8,americano with milk,Friday,2024,3,1,18
2024-03-01 19:22:01.762,card,38.7,cocoa,Friday,2024,3,1,19
2024-03-01 19:23:15.887,card,33.8,americano with milk,Friday,2024,3,1,19
2024-03-01 19:29:17.391,card,33.8,americano with milk,Friday,2024,3,1,19
2024-03-02 10:22:06.957,card,28.9,americano,Saturday,2024,3,2,10
2024-03-02 10:30:35.668,cash,40.0,latte,Saturday,2024,3,2,10
2024-03-02 10:41:41.249,card,33.8,americano with milk,Saturday,2024,3,2,10
2024-03-02 11:59:45.484,card,33.8,americano with milk,Saturday,2024,3,2,11
2024-03-02 14:38:35.535,card,28.9,americano,Saturday,2024,3,2,14
2024-03-02 16:37:24.475,card,33.8,americano with milk,Saturday,2024,3,2,16
2024-03-02 17:34:54.969,card,28.9,americano,Saturday,2024,3,2,17
2024-03-03 10:10:43.981,cash,40.0,latte,Sunday,2024,3,3,10
2024-03-03 10:27:18.561,card,38.7,latte,Sunday,2024,3,3,10
2024-03-03 11:33:56.118,card,28.9,cortado,Sunday,2024,3,3,11
2024-03-03 12:26:56.098,card,28.9,americano,Sunday,2024,3,3,12
2024-03-03 13:09:36.321,card,38.7,hot chocolate,Sunday,2024,3,3,13
2024-03-03 17:06:40.271,card,38.7,cocoa,Sunday,2024,3,3,17
2024-03-03 17:08:45.895,card,28.9,cortado,Sunday,2024,3,3,17
2024-03-03 18:03:23.369,card,33.8,americano with milk,Sunday,2024,3,3,18
2024-03-03 18:04:27.946,card,33.8,americano with milk,Sunday,2024,3,3,18
2024-03-03 18:08:04.959,card,38.7,hot chocolate,Sunday,2024,3,3,18
2024-03-04 10:03:51.994,card,38.7,latte,Monday,2024,3,4,10
2024-03-04 10:54:50.958,card,38.7,latte,Monday,2024,3,4,10
2024-03-04 11:05:16.184,card,33.8,americano with milk,Monday,2024,3,4,11
2024-03-04 14:04:37.734,card,24.0,espresso,Monday,2024,3,4,14
2024-03-05 09:59:52.651,card,38.7,latte,Tuesday,2024,3,5,9
2024-03-05 14:34:55.963,card,38.7,latte,Tuesday,2024,3,5,14
2024-03-05 17:34:06.043,card,38.7,latte,Tuesday,2024,3,5,17
2024-03-05 17:35:25.021,card,38.7,hot chocolate,Tuesday,2024,3,5,17
2024-03-05 17:36:28.571,card,38.7,cocoa,Tuesday,2024,3,5,17
2024-03-05 17:37:13.659,card,38.7,hot chocolate,Tuesday,2024,3,5,17
2024-03-05 17:38:09.354,card,38.7,hot chocolate,Tuesday,2024,3,5,17
2024-03-05 17:56:15.776,card,28.9,cortado,Tuesday,2024,3,5,17
2024-03-05 18:01:31.242,card,38.7,hot chocolate,Tuesday,2024,3,5,18
2024-03-06 12:30:27.089,cash,35.0,americano with milk,Wednesday,2024,3,6,12
2024-03-06 13:24:07.667,card,28.9,americano,Wednesday,2024,3,6,13
2024-03-06 13:25:14.351,card,28.9,cortado,Wednesday,2024,3,6,13
2024-03-06 14:52:01.761,card,38.7,cappuccino,Wednesday,2024,3,6,14
2024-03-06 14:53:18.344,card,38.7,cappuccino,Wednesday,2024,3,6,14
2024-03-07 10:08:58.945,cash,40.0,latte,Thursday,2024,3,7,10
2024-03-07 10:18:40.543,card,38.7,hot chocolate,Thursday,2024,3,7,10
2024-03-07 11:03:58.976,card,38.7,latte,Thursday,2024,3,7,11
2024-03-07 11:25:43.977,cash,40.0,latte,Thursday,2024,3,7,11
2024-03-07 15:40:22.606,card,28.9,americano,Thursday,2024,3,7,15
2024-03-07 15:41:28.784,card,33.8,americano with milk,Thursday,2024,3,7,15
2024-03-08 10:34:41.283,card,28.9,cortado,Friday,2024,3,8,10
2024-03-08 12:22:28.653,card,38.7,cappuccino,Friday,2024,3,8,12
2024-03-08 13:53:02.042,card,28.9,americano,Friday,2024,3,8,13
2024-03-08 14:44:12.686,card,28.9,americano,Friday,2024,3,8,14
2024-03-08 14:45:11.048,card,28.9,americano,Friday,2024,3,8,14
2024-03-08 14:46:11.155,card,33.8,americano with milk,Friday,2024,3,8,14
2024-03-08 18:57:51.451,card,38.7,latte,Friday,2024,3,8,18
2024-03-08 18:59:24.941,card,38.7,latte,Friday,2024,3,8,18
2024-03-09 11:49:37.292,cash,40.0,hot chocolate,Saturday,2024,3,9,11
2024-03-09 12:05:15.559,card,24.0,espresso,Saturday,2024,3,9,12
2024-03-09 12:07:38.275,card,28.9,americano,Saturday,2024,3,9,12
2024-03-09 12:09:47.714,card,38.7,cappuccino,Saturday,2024,3,9,12
2024-03-09 12:13:03.521,card,28.9,americano,Saturday,2024,3,9,12
2024-03-09 12:14:26.458,card,28.9,americano,Saturday,2024,3,9,12
2024-03-09 13:09:22.229,card,38.7,latte,Saturday,2024,3,9,13
2024-03-09 13:41:06.167,card,33.8,americano with milk,Saturday,2024,3,9,13
2024-03-09 13:53:10.408,card,28.9,cortado,Saturday,2024,3,9,13
2024-03-09 13:54:36.828,card,38.7,cappuccino,Saturday,2024,3,9,13
2024-03-09 14:08:01.829,card,33.8,americano with milk,Saturday,2024,3,9,14
2024-03-09 14:26:52.873,card,38.7,hot chocolate,Saturday,2024,3,9,14
2024-03-09 19:17:57.572,card,38.7,cappuccino,Saturday,2024,3,9,19
2024-03-09 19:19:10.084,card,38.7,hot chocolate,Saturday,2024,3,9,19
2024-03-10 07:44:18.538,cash,30.0,americano,Sunday,2024,3,10,7
2024-03-10 07:45:29.441,cash,35.0,americano with milk,Sunday,2024,3,10,7
2024-03-10 10:06:02.960,cash,40.0,latte,Sunday,2024,3,10,10
2024-03-10 11:19:20.764,card,24.0,espresso,Sunday,2024,3,10,11
2024-03-10 17:51:03.048,cash,35.0,americano with milk,Sunday,2024,3,10,17
2024-03-10 19:34:00.478,card,38.7,latte,Sunday,2024,3,10,19
2024-03-10 19:35:54.712,card,28.9,cortado,Sunday,2024,3,10,19
2024-03-11 10:18:46.724,cash,40.0,latte,Monday,2024,3,11,10
2024-03-11 11:24:15.022,cash,40.0,cappuccino,Monday,2024,3,11,11
2024-03-11 11:24:51.565,cash,30.0,cortado,Monday,2024,3,11,11
2024-03-11 11:26:44.221,cash,30.0,americano,Monday,2024,3,11,11
2024-03-11 11:32:58.781,card,38.7,cappuccino,Monday,2024,3,11,11
2024-03-11 16:24:26.401,card,28.9,americano,Monday,2024,3,11,16
2024-03-11 16:25:45.664,card,38.7,latte,Monday,2024,3,11,16
2024-03-11 16:50:49.608,card,28.9,cortado,Monday,2024,3,11,16
2024-03-12 10:15:00.297,cash,40.0,latte,Tuesday,2024,3,12,10
2024-03-12 10:15:34.543,card,28.9,americano,Tuesday,2024,3,12,10
2024-03-12 10:16:24.886,card,28.9,cortado,Tuesday,2024,3,12,10
2024-03-12 11:20:45.632,card,38.7,hot chocolate,Tuesday,2024,3,12,11
2024-03-12 12:46:23.275,card,33.8,americano with milk,Tuesday,2024,3,12,12
2024-03-12 12:47:26.027,card,28.9,americano,Tuesday,2024,3,12,12
2024-03-12 16:15:43.325,card,28.9,americano,Tuesday,2024,3,12,16
2024-03-13 11:06:43.038,card,38.7,hot chocolate,Wednesday,2024,3,13,11
2024-03-13 11:48:16.753,card,28.9,americano,Wednesday,2024,3,13,11
2024-03-13 12:18:06.336,card,28.9,americano,Wednesday,2024,3,13,12
2024-03-13 12:19:05.128,card,28.9,americano,Wednesday,2024,3,13,12
2024-03-13 12:34:30.315,cash,25.0,espresso,Wednesday,2024,3,13,12
2024-03-13 14:26:40.875,card,33.8,americano with milk,Wednesday,2024,3,13,14
2024-03-13 15:40:22.261,card,24.0,espresso,Wednesday,2024,3,13,15
2024-03-13 15:41:20.424,card,24.0,espresso,Wednesday,2024,3,13,15
2024-03-13 16:47:09.373,card,24.0,espresso,Wednesday,2024,3,13,16
2024-03-14 10:02:12.241,cash,40.0,latte,Thursday,2024,3,14,10
2024-03-14 10:28:33.017,card,38.7,latte,Thursday,2024,3,14,10
2024-03-14 10:29:34.283,card,38.7,hot chocolate,Thursday,2024,3,14,10
2024-03-14 13:27:29.536,card,28.9,cortado,Thursday,2024,3,14,13
2024-03-14 13:28:24.527,card,28.9,americano,Thursday,2024,3,14,13
2024-03-14 13:51:59.905,card,33.8,americano with milk,Thursday,2024,3,14,13
2024-03-14 13:52:56.248,card,24.0,espresso,Thursday,2024,3,14,13
2024-03-14 15:20:38.367,card,38.7,latte,Thursday,2024,3,14,15
2024-03-14 16:04:09.506,card,33.8,americano with milk,Thursday,2024,3,14,16
2024-03-14 16:54:38.202,card,24.0,espresso,Thursday,2024,3,14,16
2024-03-14 18:58:55.854,card,38.7,hot chocolate,Thursday,2024,3,14,18
2024-03-14 19:00:08.663,card,28.9,cortado,Thursday,2024,3,14,19
2024-03-15 10:02:16.533,cash,40.0,latte,Friday,2024,3,15,10
2024-03-15 10:53:02.180,card,38.7,hot chocolate,Friday,2024,3,15,10
2024-03-15 18:19:27.922,card,28.9,americano,Friday,2024,3,15,18
2024-03-16 12:06:55.209,card,33.8,americano with milk,Saturday,2024,3,16,12
2024-03-16 12:07:53.915,card,28.9,americano,Saturday,2024,3,16,12
2024-03-16 15:58:18.458,card,28.9,cortado,Saturday,2024,3,16,15
2024-03-16 16:03:21.738,card,28.9,cortado,Saturday,2024,3,16,16
2024-03-16 16:04:11.444,card,28.9,cortado,Saturday,2024,3,16,16
2024-03-16 17:58:07.241,card,33.8,americano with milk,Saturday,2024,3,16,17
2024-03-17 10:10:21.399,cash,40.0,latte,Sunday,2024,3,17,10
2024-03-17 12:55:26.065,card,28.9,cortado,Sunday,2024,3,17,12
2024-03-18 11:17:59.671,card,28.9,cortado,Monday,2024,3,18,11
2024-03-18 15:31:39.725,card,28.9,americano,Monday,2024,3,18,15
2024-03-18 15:32:38.239,card,28.9,americano,Monday,2024,3,18,15
2024-03-18 15:33:36.708,card,28.9,americano,Monday,2024,3,18,15
2024-03-19 10:20:25.996,cash,30.0,cortado,Tuesday,2024,3,19,10
2024-03-19 14:02:21.536,card,38.7,latte,Tuesday,2024,3,19,14
2024-03-19 14:03:19.765,card,38.7,latte,Tuesday,2024,3,19,14
2024-03-19 15:04:36.309,card,38.7,hot chocolate,Tuesday,2024,3,19,15
2024-03-19 16:53:48.706,card,33.8,americano with milk,Tuesday,2024,3,19,16
2024-03-19 19:26:32.677,cash,40.0,hot chocolate,Tuesday,2024,3,19,19
2024-03-20 11:41:16.403,card,28.9,cortado,Wednesday,2024,3,20,11
2024-03-20 12:21:07.728,cash,40.0,latte,Wednesday,2024,3,20,12
2024-03-20 12:30:48.968,card,28.9,cortado,Wednesday,2024,3,20,12
2024-03-20 13:16:47.394,card,38.7,cappuccino,Wednesday,2024,3,20,13
2024-03-20 16:42:38.117,card,38.7,cocoa,Wednesday,2024,3,20,16
2024-03-20 17:50:28.781,card,38.7,latte,Wednesday,2024,3,20,17
2024-03-21 10:18:56.977,cash,40.0,cappuccino,Thursday,2024,3,21,10
2024-03-21 12:25:09.194,card,28.9,cortado,Thursday,2024,3,21,12
2024-03-21 12:26:17.428,card,38.7,cappuccino,Thursday,2024,3,21,12
2024-03-21 17:21:01.453,cash,30.0,americano,Thursday,2024,3,21,17
2024-03-21 17:22:01.353,card,28.9,cortado,Thursday,2024,3,21,17
2024-03-21 19:20:36.508,card,38.7,latte,Thursday,2024,3,21,19
2024-03-22 10:35:53.619,card,33.8,americano with milk,Friday,2024,3,22,10
2024-03-22 13:29:20.343,card,33.8,americano with milk,Friday,2024,3,22,13
2024-03-22 16:15:14.448,cash,40.0,cappuccino,Friday,2024,3,22,16
2024-03-22 17:17:03.724,card,28.9,americano,Friday,2024,3,22,17
2024-03-22 17:17:58.991,card,24.0,espresso,Friday,2024,3,22,17
2024-03-22 17:20:49.490,card,28.9,americano,Friday,2024,3,22,17
2024-03-23 10:43:59.559,card,38.7,latte,Saturday,2024,3,23,10
2024-03-23 10:45:07.157,card,33.8,americano with milk,Saturday,2024,3,23,10
2024-03-23 13:10:07.661,card,38.7,cappuccino,Saturday,2024,3,23,13
2024-03-23 13:11:12.230,card,38.7,cocoa,Saturday,2024,3,23,13
2024-03-23 14:44:41.276,card,33.8,americano with milk,Saturday,2024,3,23,14
2024-03-23 15:47:19.062,card,38.7,latte,Saturday,2024,3,23,15
2024-03-23 15:49:33.813,card,33.8,americano with milk,Saturday,2024,3,23,15
2024-03-23 16:00:58.386,card,28.9,cortado,Saturday,2024,3,23,16
2024-03-24 10:03:56.005,cash,40.0,latte,Sunday,2024,3,24,10
2024-03-24 18:45:08.397,card,38.7,latte,Sunday,2024,3,24,18
2024-03-25 10:31:47.250,card,38.7,latte,Monday,2024,3,25,10
2024-03-25 11:16:25.671,cash,35.0,americano with milk,Monday,2024,3,25,11
2024-03-25 14:27:09.163,card,38.7,latte,Monday,2024,3,25,14
2024-03-25 14:29:25.343,card,38.7,latte,Monday,2024,3,25,14
2024-03-25 18:37:30.650,card,33.8,americano with milk,Monday,2024,3,25,18
2024-03-25 19:34:24.542,card,38.7,cappuccino,Monday,2024,3,25,19
2024-03-26 10:35:49.679,card,38.7,cocoa,Tuesday,2024,3,26,10
2024-03-26 10:36:36.151,card,38.7,latte,Tuesday,2024,3,26,10
2024-03-26 10:42:30.170,card,38.7,latte,Tuesday,2024,3,26,10
2024-03-26 11:11:47.335,card,28.9,cortado,Tuesday,2024,3,26,11
2024-03-26 13:35:52.773,card,28.9,americano,Tuesday,2024,3,26,13
2024-03-26 13:36:49.644,card,28.9,cortado,Tuesday,2024,3,26,13
2024-03-26 13:37:59.723,card,28.9,cortado,Tuesday,2024,3,26,13
2024-03-26 13:57:53.677,card,28.9,americano,Tuesday,2024,3,26,13
2024-03-26 15:48:02.270,card,38.7,latte,Tuesday,2024,3,26,15
2024-03-26 18:33:38.568,card,38.7,latte,Tuesday,2024,3,26,18
2024-03-26 18:34:54.648,card,38.7,hot chocolate,Tuesday,2024,3,26,18
2024-03-27 11:04:51.174,card,28.9,cortado,Wednesday,2024,3,27,11
2024-03-27 11:05:58.236,card,33.8,americano with milk,Wednesday,2024,3,27,11
2024-03-27 12:57:00.462,card,33.8,americano with milk,Wednesday,2024,3,27,12
2024-03-27 13:35:20.039,card,38.7,hot chocolate,Wednesday,2024,3,27,13
2024-03-27 14:22:31.662,card,38.7,cappuccino,Wednesday,2024,3,27,14
2024-03-27 14:23:35.380,card,28.9,americano,Wednesday,2024,3,27,14
2024-03-27 18:30:11.833,card,28.9,cortado,Wednesday,2024,3,27,18
2024-03-27 19:31:12.442,cash,40.0,latte,Wednesday,2024,3,27,19
2024-03-28 14:24:47.092,card,28.9,cortado,Thursday,2024,3,28,14
2024-03-28 17:24:46.244,card,28.9,cortado,Thursday,2024,3,28,17
2024-03-28 17:27:05.304,card,28.9,americano,Thursday,2024,3,28,17
2024-03-28 17:32:44.652,card,38.7,latte,Thursday,2024,3,28,17
2024-03-29 10:56:19.495,card,38.7,latte,Friday,2024,3,29,10
2024-03-29 12:34:17.383,card,38.7,cappuccino,Friday,2024,3,29,12
2024-03-29 12:41:32.125,card,38.7,cappuccino,Friday,2024,3,29,12
2024-03-29 13:22:44.618,cash,40.0,cappuccino,Friday,2024,3,29,13
2024-03-30 11:59:19.854,card,38.7,latte,Saturday,2024,3,30,11
2024-03-30 13:49:25.815,cash,40.0,cappuccino,Saturday,2024,3,30,13
2024-03-30 16:12:31.786,card,38.7,latte,Saturday,2024,3,30,16
2024-03-30 16:36:40.513,card,38.7,latte,Saturday,2024,3,30,16
2024-03-30 16:37:57.553,card,33.8,americano with milk,Saturday,2024,3,30,16
2024-03-31 10:40:04.523,card,38.7,cappuccino,Sunday,2024,3,31,10
2024-03-31 19:36:45.000,cash,30.0,americano,Sunday,2024,3,31,19
2024-04-01 10:28:47.601,card,28.9,americano,Monday,2024,4,1,10
2024-04-01 10:29:42.318,card,33.8,americano with milk,Monday,2024,4,1,10
2024-04-01 10:30:43.735,card,33.8,americano with milk,Monday,2024,4,1,10
2024-04-01 11:15:43.836,card,33.8,americano with milk,Monday,2024,4,1,11
2024-04-01 17:01:42.924,cash,40.0,cappuccino,Monday,2024,4,1,17
2024-04-01 18:18:42.372,card,33.8,americano with milk,Monday,2024,4,1,18
2024-04-01 18:45:27.436,card,38.7,hot chocolate,Monday,2024,4,1,18
2024-04-02 10:01:14.022,card,38.7,latte,Tuesday,2024,4,2,10
2024-04-02 16:18:34.169,card,28.9,americano,Tuesday,2024,4,2,16
2024-04-02 16:19:28.460,card,28.9,cortado,Tuesday,2024,4,2,16
2024-04-02 19:59:31.942,cash,40.0,cappuccino,Tuesday,2024,4,2,19
2024-04-03 10:19:13.644,card,28.9,cortado,Wednesday,2024,4,3,10
2024-04-03 10:20:07.655,card,28.9,americano,Wednesday,2024,4,3,10
2024-04-03 13:12:05.367,card,38.7,cappuccino,Wednesday,2024,4,3,13
2024-04-03 15:36:11.735,cash,30.0,cortado,Wednesday,2024,4,3,15
2024-04-04 10:44:55.988,card,38.7,latte,Thursday,2024,4,4,10
2024-04-04 11:26:38.085,card,38.7,latte,Thursday,2024,4,4,11
2024-04-04 11:27:48.411,card,38.7,cappuccino,Thursday,2024,4,4,11
2024-04-04 12:23:02.216,card,28.9,cortado,Thursday,2024,4,4,12
2024-04-04 19:42:07.740,cash,40.0,latte,Thursday,2024,4,4,19
2024-04-05 10:40:42.728,card,28.9,americano,Friday,2024,4,5,10
2024-04-05 10:42:06.204,card,28.9,americano,Friday,2024,4,5,10
2024-04-05 11:06:14.643,card,28.9,cortado,Friday,2024,4,5,11
2024-04-05 12:14:27.975,card,33.8,americano with milk,Friday,2024,4,5,12
2024-04-05 14:23:40.387,card,38.7,latte,Friday,2024,4,5,14
2024-04-05 14:24:50.417,card,28.9,cortado,Friday,2024,4,5,14
2024-04-05 15:30:50.383,cash,40.0,latte,Friday,2024,4,5,15
2024-04-05 15:54:15.768,cash,40.0,cappuccino,Friday,2024,4,5,15
2024-04-05 15:55:30.947,cash,30.0,americano,Friday,2024,4,5,15
2024-04-05 16:17:43.975,cash,40.0,cocoa,Friday,2024,4,5,16
2024-04-05 16:18:23.558,card,24.0,espresso,Friday,2024,4,5,16
2024-04-06 12:32:31.398,card,33.8,americano with milk,Saturday,2024,4,6,12
2024-04-06 14:13:18.733,card,38.7,cappuccino,Saturday,2024,4,6,14
2024-04-06 14:14:27.029,card,28.9,americano,Saturday,2024,4,6,14
2024-04-06 14:49:50.183,card,38.7,latte,Saturday,2024,4,6,14
2024-04-07 10:12:53.204,card,38.7,latte,Sunday,2024,4,7,10
2024-04-07 12:44:31.936,card,38.7,cappuccino,Sunday,2024,4,7,12
2024-04-07 12:46:05.118,card,38.7,cappuccino,Sunday,2024,4,7,12
2024-04-07 14:16:24.949,card,28.9,cortado,Sunday,2024,4,7,14
2024-04-07 14:17:30.628,card,24.0,espresso,Sunday,2024,4,7,14
2024-04-07 18:01:16.608,card,38.7,hot chocolate,Sunday,2024,4,7,18
2024-04-07 18:02:03.878,card,33.8,americano with milk,Sunday,2024,4,7,18
2024-04-08 10:58:21.106,card,33.8,americano with milk,Monday,2024,4,8,10
2024-04-08 10:59:27.558,card,38.7,cappuccino,Monday,2024,4,8,10
2024-04-08 11:01:20.464,card,28.9,americano,Monday,2024,4,8,11
2024-04-08 11:04:47.030,card,38.7,cappuccino,Monday,2024,4,8,11
2024-04-08 12:54:25.897,cash,25.0,espresso,Monday,2024,4,8,12
2024-04-08 15:43:36.881,cash,35.0,americano with milk,Monday,2024,4,8,15
2024-04-08 16:41:37.806,card,38.7,latte,Monday,2024,4,8,16
2024-04-08 18:18:09.713,card,28.9,americano,Monday,2024,4,8,18
2024-04-08 19:22:27.477,card,33.8,americano with milk,Monday,2024,4,8,19
2024-04-08 19:23:59.268,card,38.7,cappuccino,Monday,2024,4,8,19
2024-04-09 10:22:27.359,cash,40.0,cappuccino,Tuesday,2024,4,9,10
2024-04-09 10:24:10.103,cash,30.0,americano,Tuesday,2024,4,9,10
2024-04-09 11:42:28.468,card,38.7,latte,Tuesday,2024,4,9,11
2024-04-09 15:11:48.720,card,38.7,hot chocolate,Tuesday,2024,4,9,15
2024-04-09 17:25:23.936,card,38.7,hot chocolate,Tuesday,2024,4,9,17
2024-04-10 10:21:26.175,cash,25.0,espresso,Wednesday,2024,4,10,10
2024-04-10 17:55:07.018,cash,40.0,hot chocolate,Wednesday,2024,4,10,17
2024-04-10 17:55:31.244,card,24.0,espresso,Wednesday,2024,4,10,17
2024-04-10 18:24:59.290,card,38.7,cappuccino,Wednesday,2024,4,10,18
2024-04-10 20:04:05.386,card,38.7,latte,Wednesday,2024,4,10,20
2024-04-11 10:41:23.155,card,28.9,americano,Thursday,2024,4,11,10
2024-04-11 10:42:59.365,card,28.9,americano,Thursday,2024,4,11,10
2024-04-11 16:35:23.069,card,38.7,latte,Thursday,2024,4,11,16
2024-04-11 19:16:56.588,card,38.7,cappuccino,Thursday,2024,4,11,19
2024-04-11 19:18:36.619,card,33.8,americano with milk,Thursday,2024,4,11,19
2024-04-12 19:03:43.403,card,38.7,hot chocolate,Friday,2024,4,12,19
2024-04-12 19:38:23.189,card,28.9,cortado,Friday,2024,4,12,19
2024-04-13 12:29:19.823,card,38.7,latte,Saturday,2024,4,13,12
2024-04-13 12:43:02.389,card,28.9,americano,Saturday,2024,4,13,12
2024-04-13 15:06:52.292,cash,40.0,hot chocolate,Saturday,2024,4,13,15
2024-04-13 15:07:55.966,cash,40.0,hot chocolate,Saturday,2024,4,13,15
2024-04-13 16:18:03.938,card,38.7,cappuccino,Saturday,2024,4,13,16
2024-04-13 16:19:39.799,card,38.7,latte,Saturday,2024,4,13,16
2024-04-13 17:51:26.026,card,38.7,cappuccino,Saturday,2024,4,13,17
2024-04-13 17:53:19.237,card,38.7,cappuccino,Saturday,2024,4,13,17
2024-04-14 10:55:27.406,cash,40.0,latte,Sunday,2024,4,14,10
2024-04-14 12:24:39.028,card,38.7,cappuccino,Sunday,2024,4,14,12
2024-04-14 12:27:08.951,cash,30.0,cortado,Sunday,2024,4,14,12
2024-04-14 12:29:06.877,cash,30.0,cortado,Sunday,2024,4,14,12
2024-04-14 12:31:36.036,cash,35.0,americano with milk,Sunday,2024,4,14,12
2024-04-14 13:21:49.808,card,28.9,cortado,Sunday,2024,4,14,13
2024-04-14 14:23:31.631,card,28.9,americano,Sunday,2024,4,14,14
2024-04-14 14:24:26.930,card,28.9,americano,Sunday,2024,4,14,14
2024-04-14 14:25:18.122,card,28.9,americano,Sunday,2024,4,14,14
2024-04-14 15:46:27.733,card,38.7,cappuccino,Sunday,2024,4,14,15
2024-04-14 16:59:54.823,card,28.9,cortado,Sunday,2024,4,14,16
2024-04-14 17:00:45.387,card,38.7,latte,Sunday,2024,4,14,17
2024-04-14 18:38:19.649,card,38.7,cappuccino,Sunday,2024,4,14,18
2024-04-15 11:45:24.619,card,28.9,americano,Monday,2024,4,15,11
2024-04-15 17:01:46.359,card,28.9,americano,Monday,2024,4,15,17
2024-04-15 17:02:49.748,card,33.8,americano with milk,Monday,2024,4,15,17
2024-04-15 19:33:03.036,card,33.8,americano with milk,Monday,2024,4,15,19
2024-04-15 19:41:58.112,cash,25.0,espresso,Monday,2024,4,15,19
2024-04-16 10:43:49.907,cash,35.0,americano with milk,Tuesday,2024,4,16,10
2024-04-16 10:46:25.706,card,33.8,americano with milk,Tuesday,2024,4,16,10
2024-04-16 12:40:47.675,card,38.7,cocoa,Tuesday,2024,4,16,12
2024-04-16 12:52:07.750,card,28.9,cortado,Tuesday,2024,4,16,12
2024-04-16 15:03:16.889,card,28.9,americano,Tuesday,2024,4,16,15
2024-04-16 17:42:04.208,card,33.8,americano with milk,Tuesday,2024,4,16,17
2024-04-16 17:43:22.960,card,38.7,cappuccino,Tuesday,2024,4,16,17
2024-04-16 18:09:05.273,card,38.7,cocoa,Tuesday,2024,4,16,18
2024-04-17 13:32:59.792,card,28.9,americano,Wednesday,2024,4,17,13
2024-04-17 13:44:00.181,card,24.0,espresso,Wednesday,2024,4,17,13
2024-04-17 16:13:24.310,cash,40.0,cappuccino,Wednesday,2024,4,17,16
2024-04-17 17:01:35.149,card,38.7,cappuccino,Wednesday,2024,4,17,17
2024-04-17 17:02:40.687,card,38.7,cappuccino,Wednesday,2024,4,17,17
2024-04-17 18:14:03.229,card,28.9,cortado,Wednesday,2024,4,17,18
2024-04-18 11:19:01.693,card,28.9,americano,Thursday,2024,4,18,11
2024-04-18 11:20:05.696,card,28.9,americano,Thursday,2024,4,18,11
2024-04-18 13:49:12.720,card,33.8,americano with milk,Thursday,2024,4,18,13
2024-04-18 13:50:17.285,card,28.9,cortado,Thursday,2024,4,18,13
2024-04-18 14:34:19.818,card,38.7,cappuccino,Thursday,2024,4,18,14
2024-04-18 14:35:49.354,card,38.7,latte,Thursday,2024,4,18,14
2024-04-18 17:44:15.791,card,38.7,latte,Thursday,2024,4,18,17
2024-04-18 18:21:05.945,card,38.7,cappuccino,Thursday,2024,4,18,18
2024-04-18 19:39:51.193,card,38.7,hot chocolate,Thursday,2024,4,18,19
2024-04-18 19:40:48.954,card,38.7,hot chocolate,Thursday,2024,4,18,19
2024-04-19 10:10:36.254,card,38.7,latte,Friday,2024,4,19,10
2024-04-19 13:11:47.848,card,33.8,americano with milk,Friday,2024,4,19,13
2024-04-19 13:13:20.876,card,38.7,cappuccino,Friday,2024,4,19,13
2024-04-19 13:58:54.064,card,38.7,hot chocolate,Friday,2024,4,19,13
2024-04-19 13:59:49.690,card,38.7,cappuccino,Friday,2024,4,19,13
2024-04-19 18:23:19.311,card,38.7,cocoa,Friday,2024,4,19,18
2024-04-19 18:25:33.440,card,33.8,americano with milk,Friday,2024,4,19,18
2024-04-20 11:24:42.681,cash,35.0,americano with milk,Saturday,2024,4,20,11
2024-04-20 12:08:35.701,card,33.8,americano with milk,Saturday,2024,4,20,12
2024-04-20 12:09:42.664,card,33.8,americano with milk,Saturday,2024,4,20,12
2024-04-20 13:08:37.378,card,28.9,americano,Saturday,2024,4,20,13
2024-04-20 13:09:47.905,card,33.8,americano with milk,Saturday,2024,4,20,13
2024-04-20 13:10:55.151,card,38.7,hot chocolate,Saturday,2024,4,20,13
2024-04-20 14:44:18.118,card,38.7,cappuccino,Saturday,2024,4,20,14
2024-04-20 15:11:00.330,card,33.8,americano with milk,Saturday,2024,4,20,15
2024-04-20 15:22:40.717,card,32.82,americano with milk,Saturday,2024,4,20,15
2024-04-20 15:49:25.148,card,32.82,americano with milk,Saturday,2024,4,20,15
2024-04-20 17:07:57.969,cash,39.0,cocoa,Saturday,2024,4,20,17
2024-04-20 18:27:41.496,card,37.72,cappuccino,Saturday,2024,4,20,18
2024-04-20 18:28:46.900,card,37.72,cappuccino,Saturday,2024,4,20,18
2024-04-20 19:30:55.317,card,37.72,latte,Saturday,2024,4,20,19
2024-04-21 11:16:45.707,card,37.72,latte,Sunday,2024,4,21,11
2024-04-21 14:15:37.541,card,27.92,americano,Sunday,2024,4,21,14
2024-04-21 17:09:03.199,cash,39.0,cappuccino,Sunday,2024,4,21,17
2024-04-22 11:09:16.412,card,27.92,americano,Monday,2024,4,22,11
2024-04-22 11:29:27.099,card,32.82,americano with milk,Monday,2024,4,22,11
